c_lat,c_lon,n_lat,gr_id,e_lon,w_lon,s_lat
40.71000000000003,-74.19000000000001,40.720000000000034,278,-74.18000000000002,-74.20000000000002,40.70000000000003
40.71000000000003,-74.17000000000002,40.720000000000034,279,-74.16000000000003,-74.18000000000002,40.70000000000003
40.71000000000003,-74.15000000000002,40.720000000000034,280,-74.14000000000003,-74.16000000000003,40.70000000000003
40.71000000000003,-74.13000000000002,40.720000000000034,281,-74.12000000000003,-74.14000000000003,40.70000000000003
40.71000000000003,-74.11000000000003,40.720000000000034,282,-74.10000000000004,-74.12000000000003,40.70000000000003
40.71000000000003,-74.09000000000003,40.720000000000034,283,-74.08000000000004,-74.10000000000004,40.70000000000003
40.71000000000003,-74.07000000000004,40.720000000000034,284,-74.06000000000004,-74.08000000000004,40.70000000000003
40.71000000000003,-74.05000000000004,40.720000000000034,285,-74.04000000000005,-74.06000000000004,40.70000000000003
40.71000000000003,-74.03000000000004,40.720000000000034,286,-74.02000000000005,-74.04000000000005,40.70000000000003
40.71000000000003,-74.01000000000005,40.720000000000034,287,-74.00000000000006,-74.02000000000005,40.70000000000003
40.71000000000003,-73.99000000000005,40.720000000000034,288,-73.98000000000006,-74.00000000000006,40.70000000000003
40.71000000000003,-73.97000000000006,40.720000000000034,289,-73.96000000000006,-73.98000000000006,40.70000000000003
40.71000000000003,-73.95000000000006,40.720000000000034,290,-73.94000000000007,-73.96000000000006,40.70000000000003
40.71000000000003,-73.93000000000006,40.720000000000034,291,-73.92000000000007,-73.94000000000007,40.70000000000003
40.71000000000003,-73.91000000000007,40.720000000000034,292,-73.90000000000008,-73.92000000000007,40.70000000000003
40.71000000000003,-73.89000000000007,40.720000000000034,293,-73.88000000000008,-73.90000000000008,40.70000000000003
40.71000000000003,-73.87000000000008,40.720000000000034,294,-73.86000000000008,-73.88000000000008,40.70000000000003
40.71000000000003,-73.85000000000008,40.720000000000034,295,-73.84000000000009,-73.86000000000008,40.70000000000003
40.71000000000003,-73.83000000000008,40.720000000000034,296,-73.82000000000009,-73.84000000000009,40.70000000000003
40.71000000000003,-73.81000000000009,40.720000000000034,297,-73.8000000000001,-73.82000000000009,40.70000000000003
40.71000000000003,-73.79000000000009,40.720000000000034,298,-73.7800000000001,-73.8000000000001,40.70000000000003
40.71000000000003,-73.7700000000001,40.720000000000034,299,-73.7600000000001,-73.7800000000001,40.70000000000003
40.73000000000003,-74.25,40.74000000000004,300,-74.24000000000001,-74.26,40.720000000000034
40.73000000000003,-74.23,40.74000000000004,301,-74.22000000000001,-74.24000000000001,40.720000000000034
40.73000000000003,-74.21000000000001,40.74000000000004,302,-74.20000000000002,-74.22000000000001,40.720000000000034
40.73000000000003,-74.19000000000001,40.74000000000004,303,-74.18000000000002,-74.20000000000002,40.720000000000034
40.73000000000003,-74.17000000000002,40.74000000000004,304,-74.16000000000003,-74.18000000000002,40.720000000000034
40.73000000000003,-74.15000000000002,40.74000000000004,305,-74.14000000000003,-74.16000000000003,40.720000000000034
40.73000000000003,-74.13000000000002,40.74000000000004,306,-74.12000000000003,-74.14000000000003,40.720000000000034
40.73000000000003,-74.11000000000003,40.74000000000004,307,-74.10000000000004,-74.12000000000003,40.720000000000034
40.73000000000003,-74.09000000000003,40.74000000000004,308,-74.08000000000004,-74.10000000000004,40.720000000000034
40.73000000000003,-74.07000000000004,40.74000000000004,309,-74.06000000000004,-74.08000000000004,40.720000000000034
40.73000000000003,-74.05000000000004,40.74000000000004,310,-74.04000000000005,-74.06000000000004,40.720000000000034
40.73000000000003,-74.03000000000004,40.74000000000004,311,-74.02000000000005,-74.04000000000005,40.720000000000034
40.73000000000003,-74.01000000000005,40.74000000000004,312,-74.00000000000006,-74.02000000000005,40.720000000000034
40.73000000000003,-73.99000000000005,40.74000000000004,313,-73.98000000000006,-74.00000000000006,40.720000000000034
40.73000000000003,-73.97000000000006,40.74000000000004,314,-73.96000000000006,-73.98000000000006,40.720000000000034
40.73000000000003,-73.95000000000006,40.74000000000004,315,-73.94000000000007,-73.96000000000006,40.720000000000034
40.73000000000003,-73.93000000000006,40.74000000000004,316,-73.92000000000007,-73.94000000000007,40.720000000000034
40.73000000000003,-73.91000000000007,40.74000000000004,317,-73.90000000000008,-73.92000000000007,40.720000000000034
40.73000000000003,-73.89000000000007,40.74000000000004,318,-73.88000000000008,-73.90000000000008,40.720000000000034
40.73000000000003,-73.87000000000008,40.74000000000004,319,-73.86000000000008,-73.88000000000008,40.720000000000034
40.73000000000003,-73.85000000000008,40.74000000000004,320,-73.84000000000009,-73.86000000000008,40.720000000000034
40.73000000000003,-73.83000000000008,40.74000000000004,321,-73.82000000000009,-73.84000000000009,40.720000000000034
40.73000000000003,-73.81000000000009,40.74000000000004,322,-73.8000000000001,-73.82000000000009,40.720000000000034
40.73000000000003,-73.79000000000009,40.74000000000004,323,-73.7800000000001,-73.8000000000001,40.720000000000034
40.73000000000003,-73.7700000000001,40.74000000000004,324,-73.7600000000001,-73.7800000000001,40.720000000000034
40.750000000000036,-74.25,40.76000000000004,325,-74.24000000000001,-74.26,40.74000000000004
40.750000000000036,-74.23,40.76000000000004,326,-74.22000000000001,-74.24000000000001,40.74000000000004
40.750000000000036,-74.21000000000001,40.76000000000004,327,-74.20000000000002,-74.22000000000001,40.74000000000004
40.750000000000036,-74.19000000000001,40.76000000000004,328,-74.18000000000002,-74.20000000000002,40.74000000000004
40.750000000000036,-74.17000000000002,40.76000000000004,329,-74.16000000000003,-74.18000000000002,40.74000000000004
40.750000000000036,-74.15000000000002,40.76000000000004,330,-74.14000000000003,-74.16000000000003,40.74000000000004
40.750000000000036,-74.13000000000002,40.76000000000004,331,-74.12000000000003,-74.14000000000003,40.74000000000004
40.750000000000036,-74.11000000000003,40.76000000000004,332,-74.10000000000004,-74.12000000000003,40.74000000000004
40.750000000000036,-74.09000000000003,40.76000000000004,333,-74.08000000000004,-74.10000000000004,40.74000000000004
40.750000000000036,-74.07000000000004,40.76000000000004,334,-74.06000000000004,-74.08000000000004,40.74000000000004
40.750000000000036,-74.05000000000004,40.76000000000004,335,-74.04000000000005,-74.06000000000004,40.74000000000004
40.750000000000036,-74.03000000000004,40.76000000000004,336,-74.02000000000005,-74.04000000000005,40.74000000000004
40.750000000000036,-74.01000000000005,40.76000000000004,337,-74.00000000000006,-74.02000000000005,40.74000000000004
40.750000000000036,-73.99000000000005,40.76000000000004,338,-73.98000000000006,-74.00000000000006,40.74000000000004
40.750000000000036,-73.97000000000006,40.76000000000004,339,-73.96000000000006,-73.98000000000006,40.74000000000004
40.750000000000036,-73.95000000000006,40.76000000000004,340,-73.94000000000007,-73.96000000000006,40.74000000000004
40.750000000000036,-73.93000000000006,40.76000000000004,341,-73.92000000000007,-73.94000000000007,40.74000000000004
40.750000000000036,-73.91000000000007,40.76000000000004,342,-73.90000000000008,-73.92000000000007,40.74000000000004
40.750000000000036,-73.89000000000007,40.76000000000004,343,-73.88000000000008,-73.90000000000008,40.74000000000004
40.750000000000036,-73.87000000000008,40.76000000000004,344,-73.86000000000008,-73.88000000000008,40.74000000000004
40.750000000000036,-73.85000000000008,40.76000000000004,345,-73.84000000000009,-73.86000000000008,40.74000000000004
40.750000000000036,-73.83000000000008,40.76000000000004,346,-73.82000000000009,-73.84000000000009,40.74000000000004
40.750000000000036,-73.81000000000009,40.76000000000004,347,-73.8000000000001,-73.82000000000009,40.74000000000004
40.750000000000036,-73.79000000000009,40.76000000000004,348,-73.7800000000001,-73.8000000000001,40.74000000000004
40.750000000000036,-73.7700000000001,40.76000000000004,349,-73.7600000000001,-73.7800000000001,40.74000000000004
40.77000000000004,-74.25,40.780000000000044,350,-74.24000000000001,-74.26,40.76000000000004
40.77000000000004,-74.23,40.780000000000044,351,-74.22000000000001,-74.24000000000001,40.76000000000004
40.77000000000004,-74.21000000000001,40.780000000000044,352,-74.20000000000002,-74.22000000000001,40.76000000000004
40.77000000000004,-74.19000000000001,40.780000000000044,353,-74.18000000000002,-74.20000000000002,40.76000000000004
40.77000000000004,-74.17000000000002,40.780000000000044,354,-74.16000000000003,-74.18000000000002,40.76000000000004
40.77000000000004,-74.15000000000002,40.780000000000044,355,-74.14000000000003,-74.16000000000003,40.76000000000004
40.77000000000004,-74.13000000000002,40.780000000000044,356,-74.12000000000003,-74.14000000000003,40.76000000000004
40.77000000000004,-74.11000000000003,40.780000000000044,357,-74.10000000000004,-74.12000000000003,40.76000000000004
40.77000000000004,-74.09000000000003,40.780000000000044,358,-74.08000000000004,-74.10000000000004,40.76000000000004
40.77000000000004,-74.07000000000004,40.780000000000044,359,-74.06000000000004,-74.08000000000004,40.76000000000004
40.77000000000004,-74.05000000000004,40.780000000000044,360,-74.04000000000005,-74.06000000000004,40.76000000000004
40.77000000000004,-74.03000000000004,40.780000000000044,361,-74.02000000000005,-74.04000000000005,40.76000000000004
40.77000000000004,-74.01000000000005,40.780000000000044,362,-74.00000000000006,-74.02000000000005,40.76000000000004
40.77000000000004,-73.99000000000005,40.780000000000044,363,-73.98000000000006,-74.00000000000006,40.76000000000004
40.77000000000004,-73.97000000000006,40.780000000000044,364,-73.96000000000006,-73.98000000000006,40.76000000000004
40.77000000000004,-73.95000000000006,40.780000000000044,365,-73.94000000000007,-73.96000000000006,40.76000000000004
40.77000000000004,-73.93000000000006,40.780000000000044,366,-73.92000000000007,-73.94000000000007,40.76000000000004
40.77000000000004,-73.91000000000007,40.780000000000044,367,-73.90000000000008,-73.92000000000007,40.76000000000004
40.77000000000004,-73.89000000000007,40.780000000000044,368,-73.88000000000008,-73.90000000000008,40.76000000000004
40.77000000000004,-73.87000000000008,40.780000000000044,369,-73.86000000000008,-73.88000000000008,40.76000000000004
40.77000000000004,-73.85000000000008,40.780000000000044,370,-73.84000000000009,-73.86000000000008,40.76000000000004
40.77000000000004,-73.83000000000008,40.780000000000044,371,-73.82000000000009,-73.84000000000009,40.76000000000004
40.77000000000004,-73.81000000000009,40.780000000000044,372,-73.8000000000001,-73.82000000000009,40.76000000000004
40.77000000000004,-73.79000000000009,40.780000000000044,373,-73.7800000000001,-73.8000000000001,40.76000000000004
40.77000000000004,-73.7700000000001,40.780000000000044,374,-73.7600000000001,-73.7800000000001,40.76000000000004
40.79000000000004,-74.25,40.80000000000005,375,-74.24000000000001,-74.26,40.780000000000044
40.79000000000004,-74.23,40.80000000000005,376,-74.22000000000001,-74.24000000000001,40.780000000000044
40.79000000000004,-74.21000000000001,40.80000000000005,377,-74.20000000000002,-74.22000000000001,40.780000000000044
40.79000000000004,-74.19000000000001,40.80000000000005,378,-74.18000000000002,-74.20000000000002,40.780000000000044
40.79000000000004,-74.17000000000002,40.80000000000005,379,-74.16000000000003,-74.18000000000002,40.780000000000044
40.79000000000004,-74.15000000000002,40.80000000000005,380,-74.14000000000003,-74.16000000000003,40.780000000000044
40.79000000000004,-74.13000000000002,40.80000000000005,381,-74.12000000000003,-74.14000000000003,40.780000000000044
40.79000000000004,-74.11000000000003,40.80000000000005,382,-74.10000000000004,-74.12000000000003,40.780000000000044
40.79000000000004,-74.09000000000003,40.80000000000005,383,-74.08000000000004,-74.10000000000004,40.780000000000044
40.79000000000004,-74.07000000000004,40.80000000000005,384,-74.06000000000004,-74.08000000000004,40.780000000000044
40.79000000000004,-74.05000000000004,40.80000000000005,385,-74.04000000000005,-74.06000000000004,40.780000000000044
40.79000000000004,-74.03000000000004,40.80000000000005,386,-74.02000000000005,-74.04000000000005,40.780000000000044
40.79000000000004,-74.01000000000005,40.80000000000005,387,-74.00000000000006,-74.02000000000005,40.780000000000044
40.79000000000004,-73.99000000000005,40.80000000000005,388,-73.98000000000006,-74.00000000000006,40.780000000000044
40.79000000000004,-73.97000000000006,40.80000000000005,389,-73.96000000000006,-73.98000000000006,40.780000000000044
40.79000000000004,-73.95000000000006,40.80000000000005,390,-73.94000000000007,-73.96000000000006,40.780000000000044
40.79000000000004,-73.93000000000006,40.80000000000005,391,-73.92000000000007,-73.94000000000007,40.780000000000044
40.79000000000004,-73.91000000000007,40.80000000000005,392,-73.90000000000008,-73.92000000000007,40.780000000000044
40.79000000000004,-73.89000000000007,40.80000000000005,393,-73.88000000000008,-73.90000000000008,40.780000000000044
40.79000000000004,-73.87000000000008,40.80000000000005,394,-73.86000000000008,-73.88000000000008,40.780000000000044
40.79000000000004,-73.85000000000008,40.80000000000005,395,-73.84000000000009,-73.86000000000008,40.780000000000044
40.79000000000004,-73.83000000000008,40.80000000000005,396,-73.82000000000009,-73.84000000000009,40.780000000000044
40.79000000000004,-73.81000000000009,40.80000000000005,397,-73.8000000000001,-73.82000000000009,40.780000000000044
40.79000000000004,-73.79000000000009,40.80000000000005,398,-73.7800000000001,-73.8000000000001,40.780000000000044
40.79000000000004,-73.7700000000001,40.80000000000005,399,-73.7600000000001,-73.7800000000001,40.780000000000044
40.810000000000045,-74.25,40.82000000000005,400,-74.24000000000001,-74.26,40.80000000000005
40.810000000000045,-74.23,40.82000000000005,401,-74.22000000000001,-74.24000000000001,40.80000000000005
40.810000000000045,-74.21000000000001,40.82000000000005,402,-74.20000000000002,-74.22000000000001,40.80000000000005
40.810000000000045,-74.19000000000001,40.82000000000005,403,-74.18000000000002,-74.20000000000002,40.80000000000005
40.810000000000045,-74.17000000000002,40.82000000000005,404,-74.16000000000003,-74.18000000000002,40.80000000000005
40.810000000000045,-74.15000000000002,40.82000000000005,405,-74.14000000000003,-74.16000000000003,40.80000000000005
40.810000000000045,-74.13000000000002,40.82000000000005,406,-74.12000000000003,-74.14000000000003,40.80000000000005
40.810000000000045,-74.11000000000003,40.82000000000005,407,-74.10000000000004,-74.12000000000003,40.80000000000005
40.810000000000045,-74.09000000000003,40.82000000000005,408,-74.08000000000004,-74.10000000000004,40.80000000000005
40.810000000000045,-74.07000000000004,40.82000000000005,409,-74.06000000000004,-74.08000000000004,40.80000000000005
40.810000000000045,-74.05000000000004,40.82000000000005,410,-74.04000000000005,-74.06000000000004,40.80000000000005
40.810000000000045,-74.03000000000004,40.82000000000005,411,-74.02000000000005,-74.04000000000005,40.80000000000005
40.810000000000045,-74.01000000000005,40.82000000000005,412,-74.00000000000006,-74.02000000000005,40.80000000000005
40.810000000000045,-73.99000000000005,40.82000000000005,413,-73.98000000000006,-74.00000000000006,40.80000000000005
40.810000000000045,-73.97000000000006,40.82000000000005,414,-73.96000000000006,-73.98000000000006,40.80000000000005
40.810000000000045,-73.95000000000006,40.82000000000005,415,-73.94000000000007,-73.96000000000006,40.80000000000005
40.810000000000045,-73.93000000000006,40.82000000000005,416,-73.92000000000007,-73.94000000000007,40.80000000000005
40.810000000000045,-73.91000000000007,40.82000000000005,417,-73.90000000000008,-73.92000000000007,40.80000000000005
40.810000000000045,-73.89000000000007,40.82000000000005,418,-73.88000000000008,-73.90000000000008,40.80000000000005
40.810000000000045,-73.87000000000008,40.82000000000005,419,-73.86000000000008,-73.88000000000008,40.80000000000005
40.810000000000045,-73.85000000000008,40.82000000000005,420,-73.84000000000009,-73.86000000000008,40.80000000000005
40.810000000000045,-73.83000000000008,40.82000000000005,421,-73.82000000000009,-73.84000000000009,40.80000000000005
40.810000000000045,-73.81000000000009,40.82000000000005,422,-73.8000000000001,-73.82000000000009,40.80000000000005
40.810000000000045,-73.79000000000009,40.82000000000005,423,-73.7800000000001,-73.8000000000001,40.80000000000005
40.810000000000045,-73.7700000000001,40.82000000000005,424,-73.7600000000001,-73.7800000000001,40.80000000000005
40.83000000000005,-74.25,40.84000000000005,425,-74.24000000000001,-74.26,40.82000000000005
40.83000000000005,-74.23,40.84000000000005,426,-74.22000000000001,-74.24000000000001,40.82000000000005
40.83000000000005,-74.21000000000001,40.84000000000005,427,-74.20000000000002,-74.22000000000001,40.82000000000005
40.83000000000005,-74.19000000000001,40.84000000000005,428,-74.18000000000002,-74.20000000000002,40.82000000000005
40.83000000000005,-74.17000000000002,40.84000000000005,429,-74.16000000000003,-74.18000000000002,40.82000000000005
40.83000000000005,-74.15000000000002,40.84000000000005,430,-74.14000000000003,-74.16000000000003,40.82000000000005
40.83000000000005,-74.13000000000002,40.84000000000005,431,-74.12000000000003,-74.14000000000003,40.82000000000005
40.83000000000005,-74.11000000000003,40.84000000000005,432,-74.10000000000004,-74.12000000000003,40.82000000000005
40.83000000000005,-74.09000000000003,40.84000000000005,433,-74.08000000000004,-74.10000000000004,40.82000000000005
40.83000000000005,-74.07000000000004,40.84000000000005,434,-74.06000000000004,-74.08000000000004,40.82000000000005
40.83000000000005,-74.05000000000004,40.84000000000005,435,-74.04000000000005,-74.06000000000004,40.82000000000005
40.83000000000005,-74.03000000000004,40.84000000000005,436,-74.02000000000005,-74.04000000000005,40.82000000000005
40.83000000000005,-74.01000000000005,40.84000000000005,437,-74.00000000000006,-74.02000000000005,40.82000000000005
40.83000000000005,-73.99000000000005,40.84000000000005,438,-73.98000000000006,-74.00000000000006,40.82000000000005
40.83000000000005,-73.97000000000006,40.84000000000005,439,-73.96000000000006,-73.98000000000006,40.82000000000005
40.83000000000005,-73.95000000000006,40.84000000000005,440,-73.94000000000007,-73.96000000000006,40.82000000000005
40.83000000000005,-73.93000000000006,40.84000000000005,441,-73.92000000000007,-73.94000000000007,40.82000000000005
40.83000000000005,-73.91000000000007,40.84000000000005,442,-73.90000000000008,-73.92000000000007,40.82000000000005
40.83000000000005,-73.89000000000007,40.84000000000005,443,-73.88000000000008,-73.90000000000008,40.82000000000005
40.83000000000005,-73.87000000000008,40.84000000000005,444,-73.86000000000008,-73.88000000000008,40.82000000000005
40.83000000000005,-73.85000000000008,40.84000000000005,445,-73.84000000000009,-73.86000000000008,40.82000000000005
40.83000000000005,-73.83000000000008,40.84000000000005,446,-73.82000000000009,-73.84000000000009,40.82000000000005
40.83000000000005,-73.81000000000009,40.84000000000005,447,-73.8000000000001,-73.82000000000009,40.82000000000005
40.83000000000005,-73.79000000000009,40.84000000000005,448,-73.7800000000001,-73.8000000000001,40.82000000000005
40.83000000000005,-73.7700000000001,40.84000000000005,449,-73.7600000000001,-73.7800000000001,40.82000000000005
40.85000000000005,-74.25,40.860000000000056,450,-74.24000000000001,-74.26,40.84000000000005
40.85000000000005,-74.23,40.860000000000056,451,-74.22000000000001,-74.24000000000001,40.84000000000005
40.85000000000005,-74.21000000000001,40.860000000000056,452,-74.20000000000002,-74.22000000000001,40.84000000000005
40.85000000000005,-74.19000000000001,40.860000000000056,453,-74.18000000000002,-74.20000000000002,40.84000000000005
40.85000000000005,-74.17000000000002,40.860000000000056,454,-74.16000000000003,-74.18000000000002,40.84000000000005
40.85000000000005,-74.15000000000002,40.860000000000056,455,-74.14000000000003,-74.16000000000003,40.84000000000005
40.85000000000005,-74.13000000000002,40.860000000000056,456,-74.12000000000003,-74.14000000000003,40.84000000000005
40.85000000000005,-74.11000000000003,40.860000000000056,457,-74.10000000000004,-74.12000000000003,40.84000000000005
40.85000000000005,-74.09000000000003,40.860000000000056,458,-74.08000000000004,-74.10000000000004,40.84000000000005
40.85000000000005,-74.07000000000004,40.860000000000056,459,-74.06000000000004,-74.08000000000004,40.84000000000005
40.85000000000005,-74.05000000000004,40.860000000000056,460,-74.04000000000005,-74.06000000000004,40.84000000000005
40.85000000000005,-74.03000000000004,40.860000000000056,461,-74.02000000000005,-74.04000000000005,40.84000000000005
40.85000000000005,-74.01000000000005,40.860000000000056,462,-74.00000000000006,-74.02000000000005,40.84000000000005
40.85000000000005,-73.99000000000005,40.860000000000056,463,-73.98000000000006,-74.00000000000006,40.84000000000005
40.85000000000005,-73.97000000000006,40.860000000000056,464,-73.96000000000006,-73.98000000000006,40.84000000000005
40.85000000000005,-73.95000000000006,40.860000000000056,465,-73.94000000000007,-73.96000000000006,40.84000000000005
40.85000000000005,-73.93000000000006,40.860000000000056,466,-73.92000000000007,-73.94000000000007,40.84000000000005
40.85000000000005,-73.91000000000007,40.860000000000056,467,-73.90000000000008,-73.92000000000007,40.84000000000005
40.85000000000005,-73.89000000000007,40.860000000000056,468,-73.88000000000008,-73.90000000000008,40.84000000000005
40.85000000000005,-73.87000000000008,40.860000000000056,469,-73.86000000000008,-73.88000000000008,40.84000000000005
40.85000000000005,-73.85000000000008,40.860000000000056,470,-73.84000000000009,-73.86000000000008,40.84000000000005
40.85000000000005,-73.83000000000008,40.860000000000056,471,-73.82000000000009,-73.84000000000009,40.84000000000005
40.85000000000005,-73.81000000000009,40.860000000000056,472,-73.8000000000001,-73.82000000000009,40.84000000000005
40.85000000000005,-73.79000000000009,40.860000000000056,473,-73.7800000000001,-73.8000000000001,40.84000000000005
40.85000000000005,-73.7700000000001,40.860000000000056,474,-73.7600000000001,-73.7800000000001,40.84000000000005
40.870000000000054,-74.25,40.88000000000006,475,-74.24000000000001,-74.26,40.860000000000056
40.870000000000054,-74.23,40.88000000000006,476,-74.22000000000001,-74.24000000000001,40.860000000000056
40.870000000000054,-74.21000000000001,40.88000000000006,477,-74.20000000000002,-74.22000000000001,40.860000000000056
40.870000000000054,-74.19000000000001,40.88000000000006,478,-74.18000000000002,-74.20000000000002,40.860000000000056
40.870000000000054,-74.17000000000002,40.88000000000006,479,-74.16000000000003,-74.18000000000002,40.860000000000056
40.870000000000054,-74.15000000000002,40.88000000000006,480,-74.14000000000003,-74.16000000000003,40.860000000000056
40.870000000000054,-74.13000000000002,40.88000000000006,481,-74.12000000000003,-74.14000000000003,40.860000000000056
40.870000000000054,-74.11000000000003,40.88000000000006,482,-74.10000000000004,-74.12000000000003,40.860000000000056
40.870000000000054,-74.09000000000003,40.88000000000006,483,-74.08000000000004,-74.10000000000004,40.860000000000056
40.870000000000054,-74.07000000000004,40.88000000000006,484,-74.06000000000004,-74.08000000000004,40.860000000000056
40.870000000000054,-74.05000000000004,40.88000000000006,485,-74.04000000000005,-74.06000000000004,40.860000000000056
40.870000000000054,-74.03000000000004,40.88000000000006,486,-74.02000000000005,-74.04000000000005,40.860000000000056
40.870000000000054,-74.01000000000005,40.88000000000006,487,-74.00000000000006,-74.02000000000005,40.860000000000056
40.870000000000054,-73.99000000000005,40.88000000000006,488,-73.98000000000006,-74.00000000000006,40.860000000000056
40.870000000000054,-73.97000000000006,40.88000000000006,489,-73.96000000000006,-73.98000000000006,40.860000000000056
40.870000000000054,-73.95000000000006,40.88000000000006,490,-73.94000000000007,-73.96000000000006,40.860000000000056
40.870000000000054,-73.93000000000006,40.88000000000006,491,-73.92000000000007,-73.94000000000007,40.860000000000056
40.870000000000054,-73.91000000000007,40.88000000000006,492,-73.90000000000008,-73.92000000000007,40.860000000000056
40.870000000000054,-73.89000000000007,40.88000000000006,493,-73.88000000000008,-73.90000000000008,40.860000000000056
40.870000000000054,-73.87000000000008,40.88000000000006,494,-73.86000000000008,-73.88000000000008,40.860000000000056
40.870000000000054,-73.85000000000008,40.88000000000006,495,-73.84000000000009,-73.86000000000008,40.860000000000056
40.870000000000054,-73.83000000000008,40.88000000000006,496,-73.82000000000009,-73.84000000000009,40.860000000000056
40.870000000000054,-73.81000000000009,40.88000000000006,497,-73.8000000000001,-73.82000000000009,40.860000000000056
40.870000000000054,-73.79000000000009,40.88000000000006,498,-73.7800000000001,-73.8000000000001,40.860000000000056
40.870000000000054,-73.7700000000001,40.88000000000006,499,-73.7600000000001,-73.7800000000001,40.860000000000056
40.89000000000006,-74.25,40.90000000000006,500,-74.24000000000001,-74.26,40.88000000000006
40.89000000000006,-74.23,40.90000000000006,501,-74.22000000000001,-74.24000000000001,40.88000000000006
40.89000000000006,-74.21000000000001,40.90000000000006,502,-74.20000000000002,-74.22000000000001,40.88000000000006
40.89000000000006,-74.19000000000001,40.90000000000006,503,-74.18000000000002,-74.20000000000002,40.88000000000006
40.89000000000006,-74.17000000000002,40.90000000000006,504,-74.16000000000003,-74.18000000000002,40.88000000000006
40.89000000000006,-74.15000000000002,40.90000000000006,505,-74.14000000000003,-74.16000000000003,40.88000000000006
40.89000000000006,-74.13000000000002,40.90000000000006,506,-74.12000000000003,-74.14000000000003,40.88000000000006
40.89000000000006,-74.11000000000003,40.90000000000006,507,-74.10000000000004,-74.12000000000003,40.88000000000006
40.89000000000006,-74.09000000000003,40.90000000000006,508,-74.08000000000004,-74.10000000000004,40.88000000000006
40.89000000000006,-74.07000000000004,40.90000000000006,509,-74.06000000000004,-74.08000000000004,40.88000000000006
40.89000000000006,-74.05000000000004,40.90000000000006,510,-74.04000000000005,-74.06000000000004,40.88000000000006
40.89000000000006,-74.03000000000004,40.90000000000006,511,-74.02000000000005,-74.04000000000005,40.88000000000006
40.89000000000006,-74.01000000000005,40.90000000000006,512,-74.00000000000006,-74.02000000000005,40.88000000000006
40.89000000000006,-73.99000000000005,40.90000000000006,513,-73.98000000000006,-74.00000000000006,40.88000000000006
40.89000000000006,-73.97000000000006,40.90000000000006,514,-73.96000000000006,-73.98000000000006,40.88000000000006
40.89000000000006,-73.95000000000006,40.90000000000006,515,-73.94000000000007,-73.96000000000006,40.88000000000006
40.89000000000006,-73.93000000000006,40.90000000000006,516,-73.92000000000007,-73.94000000000007,40.88000000000006
40.89000000000006,-73.91000000000007,40.90000000000006,517,-73.90000000000008,-73.92000000000007,40.88000000000006
40.89000000000006,-73.89000000000007,40.90000000000006,518,-73.88000000000008,-73.90000000000008,40.88000000000006
40.89000000000006,-73.87000000000008,40.90000000000006,519,-73.86000000000008,-73.88000000000008,40.88000000000006
40.89000000000006,-73.85000000000008,40.90000000000006,520,-73.84000000000009,-73.86000000000008,40.88000000000006
40.89000000000006,-73.83000000000008,40.90000000000006,521,-73.82000000000009,-73.84000000000009,40.88000000000006
40.89000000000006,-73.81000000000009,40.90000000000006,522,-73.8000000000001,-73.82000000000009,40.88000000000006
40.89000000000006,-73.79000000000009,40.90000000000006,523,-73.7800000000001,-73.8000000000001,40.88000000000006
40.89000000000006,-73.7700000000001,40.90000000000006,524,-73.7600000000001,-73.7800000000001,40.88000000000006
40.91000000000006,-74.25,40.920000000000066,525,-74.24000000000001,-74.26,40.90000000000006
40.91000000000006,-74.23,40.920000000000066,526,-74.22000000000001,-74.24000000000001,40.90000000000006
40.91000000000006,-74.21000000000001,40.920000000000066,527,-74.20000000000002,-74.22000000000001,40.90000000000006
40.91000000000006,-74.19000000000001,40.920000000000066,528,-74.18000000000002,-74.20000000000002,40.90000000000006
40.91000000000006,-74.17000000000002,40.920000000000066,529,-74.16000000000003,-74.18000000000002,40.90000000000006
40.91000000000006,-74.15000000000002,40.920000000000066,530,-74.14000000000003,-74.16000000000003,40.90000000000006
40.91000000000006,-74.13000000000002,40.920000000000066,531,-74.12000000000003,-74.14000000000003,40.90000000000006
40.91000000000006,-74.11000000000003,40.920000000000066,532,-74.10000000000004,-74.12000000000003,40.90000000000006
40.91000000000006,-74.09000000000003,40.920000000000066,533,-74.08000000000004,-74.10000000000004,40.90000000000006
40.91000000000006,-74.07000000000004,40.920000000000066,534,-74.06000000000004,-74.08000000000004,40.90000000000006
40.91000000000006,-74.05000000000004,40.920000000000066,535,-74.04000000000005,-74.06000000000004,40.90000000000006
40.91000000000006,-74.03000000000004,40.920000000000066,536,-74.02000000000005,-74.04000000000005,40.90000000000006
40.91000000000006,-74.01000000000005,40.920000000000066,537,-74.00000000000006,-74.02000000000005,40.90000000000006
40.91000000000006,-73.99000000000005,40.920000000000066,538,-73.98000000000006,-74.00000000000006,40.90000000000006
40.91000000000006,-73.97000000000006,40.920000000000066,539,-73.96000000000006,-73.98000000000006,40.90000000000006
40.91000000000006,-73.95000000000006,40.920000000000066,540,-73.94000000000007,-73.96000000000006,40.90000000000006
40.91000000000006,-73.93000000000006,40.920000000000066,541,-73.92000000000007,-73.94000000000007,40.90000000000006
40.91000000000006,-73.91000000000007,40.920000000000066,542,-73.90000000000008,-73.92000000000007,40.90000000000006
