c_lat,c_lon,n_lat,gr_id,e_lon,w_lon,s_lat
40.57000000000001,-74.09000000000003,40.58000000000001,108,-74.08000000000004,-74.10000000000004,40.56000000000001
40.57000000000001,-74.07000000000004,40.58000000000001,109,-74.06000000000004,-74.08000000000004,40.56000000000001
40.57000000000001,-74.05000000000004,40.58000000000001,110,-74.04000000000005,-74.06000000000004,40.56000000000001
40.57000000000001,-74.03000000000004,40.58000000000001,111,-74.02000000000005,-74.04000000000005,40.56000000000001
40.57000000000001,-74.01000000000005,40.58000000000001,112,-74.00000000000006,-74.02000000000005,40.56000000000001
40.57000000000001,-73.99000000000005,40.58000000000001,113,-73.98000000000006,-74.00000000000006,40.56000000000001
40.57000000000001,-73.97000000000006,40.58000000000001,114,-73.96000000000006,-73.98000000000006,40.56000000000001
40.57000000000001,-73.95000000000006,40.58000000000001,115,-73.94000000000007,-73.96000000000006,40.56000000000001
40.57000000000001,-73.93000000000006,40.58000000000001,116,-73.92000000000007,-73.94000000000007,40.56000000000001
40.57000000000001,-73.91000000000007,40.58000000000001,117,-73.90000000000008,-73.92000000000007,40.56000000000001
40.57000000000001,-73.89000000000007,40.58000000000001,118,-73.88000000000008,-73.90000000000008,40.56000000000001
40.57000000000001,-73.87000000000008,40.58000000000001,119,-73.86000000000008,-73.88000000000008,40.56000000000001
40.57000000000001,-73.85000000000008,40.58000000000001,120,-73.84000000000009,-73.86000000000008,40.56000000000001
40.57000000000001,-73.83000000000008,40.58000000000001,121,-73.82000000000009,-73.84000000000009,40.56000000000001
40.57000000000001,-73.81000000000009,40.58000000000001,122,-73.8000000000001,-73.82000000000009,40.56000000000001
40.57000000000001,-73.79000000000009,40.58000000000001,123,-73.7800000000001,-73.8000000000001,40.56000000000001
40.57000000000001,-73.7700000000001,40.58000000000001,124,-73.7600000000001,-73.7800000000001,40.56000000000001
40.59000000000001,-74.25,40.600000000000016,125,-74.24000000000001,-74.26,40.58000000000001
40.59000000000001,-74.23,40.600000000000016,126,-74.22000000000001,-74.24000000000001,40.58000000000001
40.59000000000001,-74.21000000000001,40.600000000000016,127,-74.20000000000002,-74.22000000000001,40.58000000000001
40.59000000000001,-74.19000000000001,40.600000000000016,128,-74.18000000000002,-74.20000000000002,40.58000000000001
40.59000000000001,-74.17000000000002,40.600000000000016,129,-74.16000000000003,-74.18000000000002,40.58000000000001
40.59000000000001,-74.15000000000002,40.600000000000016,130,-74.14000000000003,-74.16000000000003,40.58000000000001
40.59000000000001,-74.13000000000002,40.600000000000016,131,-74.12000000000003,-74.14000000000003,40.58000000000001
40.59000000000001,-74.11000000000003,40.600000000000016,132,-74.10000000000004,-74.12000000000003,40.58000000000001
40.59000000000001,-74.09000000000003,40.600000000000016,133,-74.08000000000004,-74.10000000000004,40.58000000000001
40.59000000000001,-74.07000000000004,40.600000000000016,134,-74.06000000000004,-74.08000000000004,40.58000000000001
40.59000000000001,-74.05000000000004,40.600000000000016,135,-74.04000000000005,-74.06000000000004,40.58000000000001
40.59000000000001,-74.03000000000004,40.600000000000016,136,-74.02000000000005,-74.04000000000005,40.58000000000001
40.59000000000001,-74.01000000000005,40.600000000000016,137,-74.00000000000006,-74.02000000000005,40.58000000000001
40.59000000000001,-73.99000000000005,40.600000000000016,138,-73.98000000000006,-74.00000000000006,40.58000000000001
40.59000000000001,-73.97000000000006,40.600000000000016,139,-73.96000000000006,-73.98000000000006,40.58000000000001
40.59000000000001,-73.95000000000006,40.600000000000016,140,-73.94000000000007,-73.96000000000006,40.58000000000001
40.59000000000001,-73.93000000000006,40.600000000000016,141,-73.92000000000007,-73.94000000000007,40.58000000000001
40.59000000000001,-73.91000000000007,40.600000000000016,142,-73.90000000000008,-73.92000000000007,40.58000000000001
40.59000000000001,-73.89000000000007,40.600000000000016,143,-73.88000000000008,-73.90000000000008,40.58000000000001
40.59000000000001,-73.87000000000008,40.600000000000016,144,-73.86000000000008,-73.88000000000008,40.58000000000001
40.59000000000001,-73.85000000000008,40.600000000000016,145,-73.84000000000009,-73.86000000000008,40.58000000000001
40.59000000000001,-73.83000000000008,40.600000000000016,146,-73.82000000000009,-73.84000000000009,40.58000000000001
40.59000000000001,-73.81000000000009,40.600000000000016,147,-73.8000000000001,-73.82000000000009,40.58000000000001
40.59000000000001,-73.79000000000009,40.600000000000016,148,-73.7800000000001,-73.8000000000001,40.58000000000001
40.59000000000001,-73.7700000000001,40.600000000000016,149,-73.7600000000001,-73.7800000000001,40.58000000000001
40.610000000000014,-74.25,40.62000000000002,150,-74.24000000000001,-74.26,40.600000000000016
40.610000000000014,-74.23,40.62000000000002,151,-74.22000000000001,-74.24000000000001,40.600000000000016
40.610000000000014,-74.21000000000001,40.62000000000002,152,-74.20000000000002,-74.22000000000001,40.600000000000016
40.610000000000014,-74.19000000000001,40.62000000000002,153,-74.18000000000002,-74.20000000000002,40.600000000000016
40.610000000000014,-74.17000000000002,40.62000000000002,154,-74.16000000000003,-74.18000000000002,40.600000000000016
40.610000000000014,-74.15000000000002,40.62000000000002,155,-74.14000000000003,-74.16000000000003,40.600000000000016
40.610000000000014,-74.13000000000002,40.62000000000002,156,-74.12000000000003,-74.14000000000003,40.600000000000016
40.610000000000014,-74.11000000000003,40.62000000000002,157,-74.10000000000004,-74.12000000000003,40.600000000000016
40.610000000000014,-74.09000000000003,40.62000000000002,158,-74.08000000000004,-74.10000000000004,40.600000000000016
40.610000000000014,-74.07000000000004,40.62000000000002,159,-74.06000000000004,-74.08000000000004,40.600000000000016
40.610000000000014,-74.05000000000004,40.62000000000002,160,-74.04000000000005,-74.06000000000004,40.600000000000016
40.610000000000014,-74.03000000000004,40.62000000000002,161,-74.02000000000005,-74.04000000000005,40.600000000000016
40.610000000000014,-74.01000000000005,40.62000000000002,162,-74.00000000000006,-74.02000000000005,40.600000000000016
40.610000000000014,-73.99000000000005,40.62000000000002,163,-73.98000000000006,-74.00000000000006,40.600000000000016
40.610000000000014,-73.97000000000006,40.62000000000002,164,-73.96000000000006,-73.98000000000006,40.600000000000016
40.610000000000014,-73.95000000000006,40.62000000000002,165,-73.94000000000007,-73.96000000000006,40.600000000000016
40.610000000000014,-73.93000000000006,40.62000000000002,166,-73.92000000000007,-73.94000000000007,40.600000000000016
40.610000000000014,-73.91000000000007,40.62000000000002,167,-73.90000000000008,-73.92000000000007,40.600000000000016
40.610000000000014,-73.89000000000007,40.62000000000002,168,-73.88000000000008,-73.90000000000008,40.600000000000016
40.610000000000014,-73.87000000000008,40.62000000000002,169,-73.86000000000008,-73.88000000000008,40.600000000000016
40.610000000000014,-73.85000000000008,40.62000000000002,170,-73.84000000000009,-73.86000000000008,40.600000000000016
40.610000000000014,-73.83000000000008,40.62000000000002,171,-73.82000000000009,-73.84000000000009,40.600000000000016
40.610000000000014,-73.81000000000009,40.62000000000002,172,-73.8000000000001,-73.82000000000009,40.600000000000016
40.610000000000014,-73.79000000000009,40.62000000000002,173,-73.7800000000001,-73.8000000000001,40.600000000000016
40.610000000000014,-73.7700000000001,40.62000000000002,174,-73.7600000000001,-73.7800000000001,40.600000000000016
40.63000000000002,-74.25,40.64000000000002,175,-74.24000000000001,-74.26,40.62000000000002
40.63000000000002,-74.23,40.64000000000002,176,-74.22000000000001,-74.24000000000001,40.62000000000002
40.63000000000002,-74.21000000000001,40.64000000000002,177,-74.20000000000002,-74.22000000000001,40.62000000000002
40.63000000000002,-74.19000000000001,40.64000000000002,178,-74.18000000000002,-74.20000000000002,40.62000000000002
40.63000000000002,-74.17000000000002,40.64000000000002,179,-74.16000000000003,-74.18000000000002,40.62000000000002
40.63000000000002,-74.15000000000002,40.64000000000002,180,-74.14000000000003,-74.16000000000003,40.62000000000002
40.63000000000002,-74.13000000000002,40.64000000000002,181,-74.12000000000003,-74.14000000000003,40.62000000000002
40.63000000000002,-74.11000000000003,40.64000000000002,182,-74.10000000000004,-74.12000000000003,40.62000000000002
40.63000000000002,-74.09000000000003,40.64000000000002,183,-74.08000000000004,-74.10000000000004,40.62000000000002
40.63000000000002,-74.07000000000004,40.64000000000002,184,-74.06000000000004,-74.08000000000004,40.62000000000002
40.63000000000002,-74.05000000000004,40.64000000000002,185,-74.04000000000005,-74.06000000000004,40.62000000000002
40.63000000000002,-74.03000000000004,40.64000000000002,186,-74.02000000000005,-74.04000000000005,40.62000000000002
40.63000000000002,-74.01000000000005,40.64000000000002,187,-74.00000000000006,-74.02000000000005,40.62000000000002
40.63000000000002,-73.99000000000005,40.64000000000002,188,-73.98000000000006,-74.00000000000006,40.62000000000002
40.63000000000002,-73.97000000000006,40.64000000000002,189,-73.96000000000006,-73.98000000000006,40.62000000000002
40.63000000000002,-73.95000000000006,40.64000000000002,190,-73.94000000000007,-73.96000000000006,40.62000000000002
40.63000000000002,-73.93000000000006,40.64000000000002,191,-73.92000000000007,-73.94000000000007,40.62000000000002
40.63000000000002,-73.91000000000007,40.64000000000002,192,-73.90000000000008,-73.92000000000007,40.62000000000002
40.63000000000002,-73.89000000000007,40.64000000000002,193,-73.88000000000008,-73.90000000000008,40.62000000000002
40.63000000000002,-73.87000000000008,40.64000000000002,194,-73.86000000000008,-73.88000000000008,40.62000000000002
40.63000000000002,-73.85000000000008,40.64000000000002,195,-73.84000000000009,-73.86000000000008,40.62000000000002
40.63000000000002,-73.83000000000008,40.64000000000002,196,-73.82000000000009,-73.84000000000009,40.62000000000002
40.63000000000002,-73.81000000000009,40.64000000000002,197,-73.8000000000001,-73.82000000000009,40.62000000000002
40.63000000000002,-73.79000000000009,40.64000000000002,198,-73.7800000000001,-73.8000000000001,40.62000000000002
40.63000000000002,-73.7700000000001,40.64000000000002,199,-73.7600000000001,-73.7800000000001,40.62000000000002
40.65000000000002,-74.25,40.660000000000025,200,-74.24000000000001,-74.26,40.64000000000002
40.65000000000002,-74.23,40.660000000000025,201,-74.22000000000001,-74.24000000000001,40.64000000000002
40.65000000000002,-74.21000000000001,40.660000000000025,202,-74.20000000000002,-74.22000000000001,40.64000000000002
40.65000000000002,-74.19000000000001,40.660000000000025,203,-74.18000000000002,-74.20000000000002,40.64000000000002
40.65000000000002,-74.17000000000002,40.660000000000025,204,-74.16000000000003,-74.18000000000002,40.64000000000002
40.65000000000002,-74.15000000000002,40.660000000000025,205,-74.14000000000003,-74.16000000000003,40.64000000000002
40.65000000000002,-74.13000000000002,40.660000000000025,206,-74.12000000000003,-74.14000000000003,40.64000000000002
40.65000000000002,-74.11000000000003,40.660000000000025,207,-74.10000000000004,-74.12000000000003,40.64000000000002
40.65000000000002,-74.09000000000003,40.660000000000025,208,-74.08000000000004,-74.10000000000004,40.64000000000002
40.65000000000002,-74.07000000000004,40.660000000000025,209,-74.06000000000004,-74.08000000000004,40.64000000000002
40.65000000000002,-74.05000000000004,40.660000000000025,210,-74.04000000000005,-74.06000000000004,40.64000000000002
40.65000000000002,-74.03000000000004,40.660000000000025,211,-74.02000000000005,-74.04000000000005,40.64000000000002
40.65000000000002,-74.01000000000005,40.660000000000025,212,-74.00000000000006,-74.02000000000005,40.64000000000002
40.65000000000002,-73.99000000000005,40.660000000000025,213,-73.98000000000006,-74.00000000000006,40.64000000000002
40.65000000000002,-73.97000000000006,40.660000000000025,214,-73.96000000000006,-73.98000000000006,40.64000000000002
40.65000000000002,-73.95000000000006,40.660000000000025,215,-73.94000000000007,-73.96000000000006,40.64000000000002
40.65000000000002,-73.93000000000006,40.660000000000025,216,-73.92000000000007,-73.94000000000007,40.64000000000002
40.65000000000002,-73.91000000000007,40.660000000000025,217,-73.90000000000008,-73.92000000000007,40.64000000000002
40.65000000000002,-73.89000000000007,40.660000000000025,218,-73.88000000000008,-73.90000000000008,40.64000000000002
40.65000000000002,-73.87000000000008,40.660000000000025,219,-73.86000000000008,-73.88000000000008,40.64000000000002
40.65000000000002,-73.85000000000008,40.660000000000025,220,-73.84000000000009,-73.86000000000008,40.64000000000002
40.65000000000002,-73.83000000000008,40.660000000000025,221,-73.82000000000009,-73.84000000000009,40.64000000000002
40.65000000000002,-73.81000000000009,40.660000000000025,222,-73.8000000000001,-73.82000000000009,40.64000000000002
40.65000000000002,-73.79000000000009,40.660000000000025,223,-73.7800000000001,-73.8000000000001,40.64000000000002
40.65000000000002,-73.7700000000001,40.660000000000025,224,-73.7600000000001,-73.7800000000001,40.64000000000002
40.67000000000002,-74.25,40.68000000000003,225,-74.24000000000001,-74.26,40.660000000000025
40.67000000000002,-74.23,40.68000000000003,226,-74.22000000000001,-74.24000000000001,40.660000000000025
40.67000000000002,-74.21000000000001,40.68000000000003,227,-74.20000000000002,-74.22000000000001,40.660000000000025
40.67000000000002,-74.19000000000001,40.68000000000003,228,-74.18000000000002,-74.20000000000002,40.660000000000025
40.67000000000002,-74.17000000000002,40.68000000000003,229,-74.16000000000003,-74.18000000000002,40.660000000000025
40.67000000000002,-74.15000000000002,40.68000000000003,230,-74.14000000000003,-74.16000000000003,40.660000000000025
40.67000000000002,-74.13000000000002,40.68000000000003,231,-74.12000000000003,-74.14000000000003,40.660000000000025
40.67000000000002,-74.11000000000003,40.68000000000003,232,-74.10000000000004,-74.12000000000003,40.660000000000025
40.67000000000002,-74.09000000000003,40.68000000000003,233,-74.08000000000004,-74.10000000000004,40.660000000000025
40.67000000000002,-74.07000000000004,40.68000000000003,234,-74.06000000000004,-74.08000000000004,40.660000000000025
40.67000000000002,-74.05000000000004,40.68000000000003,235,-74.04000000000005,-74.06000000000004,40.660000000000025
40.67000000000002,-74.03000000000004,40.68000000000003,236,-74.02000000000005,-74.04000000000005,40.660000000000025
40.67000000000002,-74.01000000000005,40.68000000000003,237,-74.00000000000006,-74.02000000000005,40.660000000000025
40.67000000000002,-73.99000000000005,40.68000000000003,238,-73.98000000000006,-74.00000000000006,40.660000000000025
40.67000000000002,-73.97000000000006,40.68000000000003,239,-73.96000000000006,-73.98000000000006,40.660000000000025
40.67000000000002,-73.95000000000006,40.68000000000003,240,-73.94000000000007,-73.96000000000006,40.660000000000025
40.67000000000002,-73.93000000000006,40.68000000000003,241,-73.92000000000007,-73.94000000000007,40.660000000000025
40.67000000000002,-73.91000000000007,40.68000000000003,242,-73.90000000000008,-73.92000000000007,40.660000000000025
40.67000000000002,-73.89000000000007,40.68000000000003,243,-73.88000000000008,-73.90000000000008,40.660000000000025
40.67000000000002,-73.87000000000008,40.68000000000003,244,-73.86000000000008,-73.88000000000008,40.660000000000025
40.67000000000002,-73.85000000000008,40.68000000000003,245,-73.84000000000009,-73.86000000000008,40.660000000000025
40.67000000000002,-73.83000000000008,40.68000000000003,246,-73.82000000000009,-73.84000000000009,40.660000000000025
40.67000000000002,-73.81000000000009,40.68000000000003,247,-73.8000000000001,-73.82000000000009,40.660000000000025
40.67000000000002,-73.79000000000009,40.68000000000003,248,-73.7800000000001,-73.8000000000001,40.660000000000025
40.67000000000002,-73.7700000000001,40.68000000000003,249,-73.7600000000001,-73.7800000000001,40.660000000000025
40.690000000000026,-74.25,40.70000000000003,250,-74.24000000000001,-74.26,40.68000000000003
40.690000000000026,-74.23,40.70000000000003,251,-74.22000000000001,-74.24000000000001,40.68000000000003
40.690000000000026,-74.21000000000001,40.70000000000003,252,-74.20000000000002,-74.22000000000001,40.68000000000003
40.690000000000026,-74.19000000000001,40.70000000000003,253,-74.18000000000002,-74.20000000000002,40.68000000000003
40.690000000000026,-74.17000000000002,40.70000000000003,254,-74.16000000000003,-74.18000000000002,40.68000000000003
40.690000000000026,-74.15000000000002,40.70000000000003,255,-74.14000000000003,-74.16000000000003,40.68000000000003
40.690000000000026,-74.13000000000002,40.70000000000003,256,-74.12000000000003,-74.14000000000003,40.68000000000003
40.690000000000026,-74.11000000000003,40.70000000000003,257,-74.10000000000004,-74.12000000000003,40.68000000000003
40.690000000000026,-74.09000000000003,40.70000000000003,258,-74.08000000000004,-74.10000000000004,40.68000000000003
40.690000000000026,-74.07000000000004,40.70000000000003,259,-74.06000000000004,-74.08000000000004,40.68000000000003
40.690000000000026,-74.05000000000004,40.70000000000003,260,-74.04000000000005,-74.06000000000004,40.68000000000003
40.690000000000026,-74.03000000000004,40.70000000000003,261,-74.02000000000005,-74.04000000000005,40.68000000000003
40.690000000000026,-74.01000000000005,40.70000000000003,262,-74.00000000000006,-74.02000000000005,40.68000000000003
40.690000000000026,-73.99000000000005,40.70000000000003,263,-73.98000000000006,-74.00000000000006,40.68000000000003
40.690000000000026,-73.97000000000006,40.70000000000003,264,-73.96000000000006,-73.98000000000006,40.68000000000003
40.690000000000026,-73.95000000000006,40.70000000000003,265,-73.94000000000007,-73.96000000000006,40.68000000000003
40.690000000000026,-73.93000000000006,40.70000000000003,266,-73.92000000000007,-73.94000000000007,40.68000000000003
40.690000000000026,-73.91000000000007,40.70000000000003,267,-73.90000000000008,-73.92000000000007,40.68000000000003
40.690000000000026,-73.89000000000007,40.70000000000003,268,-73.88000000000008,-73.90000000000008,40.68000000000003
40.690000000000026,-73.87000000000008,40.70000000000003,269,-73.86000000000008,-73.88000000000008,40.68000000000003
40.690000000000026,-73.85000000000008,40.70000000000003,270,-73.84000000000009,-73.86000000000008,40.68000000000003
40.690000000000026,-73.83000000000008,40.70000000000003,271,-73.82000000000009,-73.84000000000009,40.68000000000003
40.690000000000026,-73.81000000000009,40.70000000000003,272,-73.8000000000001,-73.82000000000009,40.68000000000003
40.690000000000026,-73.79000000000009,40.70000000000003,273,-73.7800000000001,-73.8000000000001,40.68000000000003
40.690000000000026,-73.7700000000001,40.70000000000003,274,-73.7600000000001,-73.7800000000001,40.68000000000003
40.71000000000003,-74.25,40.720000000000034,275,-74.24000000000001,-74.26,40.70000000000003
40.71000000000003,-74.23,40.720000000000034,276,-74.22000000000001,-74.24000000000001,40.70000000000003
40.71000000000003,-74.21000000000001,40.720000000000034,277,-74.20000000000002,-74.22000000000001,40.70000000000003
